,Suburb,Address,Rooms,Type,Method,SellerG,Date
10976,Yarraville,18 Tenterden St,3,h,S,Jas,27/11/2016
10977,Yarraville,10 Tuppen St,5,h,S,hockingstuart,27/11/2016
10978,Yarraville,56 Wembley Av,2,h,S,Jas,27/11/2016
10979,Yarraville,4 Bena St,3,h,S,Jas,28/05/2016
10980,Yarraville,16/11 Berry St,3,t,VB,Jas,28/05/2016
10981,Yarraville,31 Kidman St,4,h,S,hockingstuart,28/05/2016
10982,Yarraville,30 Simpson St,3,h,SP,Village,28/05/2016
10983,Yarraville,3/113 Somerville Rd,2,t,PN,hockingstuart,28/05/2016
10984,Yarraville,4/245 Williamstown Rd,3,t,S,Jas,28/05/2016
10985,Yarraville,7 Hughes St,3,h,S,Village,28/08/2016
10986,Yarraville,46 Kingston St,3,h,S,Village,28/08/2016
10987,Yarraville,14 Pearce St,2,h,S,Chisholm,28/08/2016
10988,Yarraville,6/37 Stephen St,3,h,S,Village,28/08/2016
10989,Yarraville,10 Gladstone St,1,h,S,Jas,30/07/2016
10990,Aberfeldie,2/2 St Kinnord St,1,u,S,Nelson,3/12/2016
10991,Aberfeldie,40 Clifton St,4,h,S,Rendina,4/03/2017
10992,Aberfeldie,45 Vida St,4,h,PI,Rendina,4/06/2016
10993,Aberfeldie,6/8 Arthur St,2,u,S,Nelson,7/05/2016
10994,Aberfeldie,8/257 Buckley St,2,u,S,Brad,7/05/2016
10995,Aberfeldie,26a Fawkner St,3,h,SP,McDonald,7/11/2016
10996,Aberfeldie,21 May St,4,h,S,Nelson,8/10/2016
10997,Aberfeldie,25 Valencia St,2,h,S,Rendina,8/10/2016
10998,Aberfeldie,2/30 Caroline St,3,t,SP,Nelson,10/09/2016
10999,Aberfeldie,11a Muldowney St,3,h,PI,Barry,10/09/2016
11000,Aberfeldie,1a Arthur St,3,u,S,Nelson,10/12/2016
11001,Aberfeldie,126 The Boulevard,4,h,S,Nelson,10/12/2016
11002,Aberfeldie,3/64 Brunel St,3,u,S,Nelson,11/02/2017
11003,Aberfeldie,2 May St,4,h,PI,Nelson,11/02/2017
11004,Aberfeldie,5 Aroona Ct,1,h,PI,Nelson,15/10/2016
11005,Aberfeldie,25 Beaver St,2,h,S,Nelson,15/10/2016
11006,Aberfeldie,4 Brunel Ct,3,h,S,Barry,17/09/2016
11007,Aberfeldie,2/7 Fawkner St,2,u,VB,Brad,18/03/2017
11008,Aberfeldie,58 Waverley St,2,h,VB,Brad,18/03/2017
11009,Aberfeldie,29 Beaver St,5,h,S,Nelson,18/06/2016
11010,Aberfeldie,40 Allan St,3,h,S,Rendina,19/11/2016
11011,Aberfeldie,14 Knight St,3,h,S,Nelson,19/11/2016
11012,Aberfeldie,2 May St,4,h,VB,Nelson,19/11/2016
11013,Aberfeldie,20 Batman St,4,h,SP,Nelson,22/05/2016
11014,Aberfeldie,19 Park Cr,3,h,S,Brad,23/04/2016
11015,Aberfeldie,1 Chisholm St,3,u,S,Barry,24/09/2016
11016,Aberfeldie,99 Fawkner St,4,h,PI,Weda,25/02/2017
11017,Aberfeldie,11 Muldowney St,3,t,SP,Barry,25/02/2017
11018,Aberfeldie,1/30 Caroline St,4,h,SP,Nelson,27/06/2016
11019,Aberfeldie,5/319 Buckley St,2,u,S,Barry,27/11/2016
11020,Aberfeldie,1/7 Derry St,2,h,SP,Frank,27/11/2016
11021,Aberfeldie,13 Batman St,5,h,S,Barry,28/05/2016
11022,Aberfeldie,47 Clifton St,4,h,S,Nelson,28/05/2016
11023,Bellfield,12 Perkins Av,3,h,PN,Nelson,3/12/2016
11024,Bellfield,1/10 Poplar Cr,3,t,PI,Barry,4/06/2016
11025,Bellfield,20 Davidson St,3,h,S,Nelson,6/08/2016
11026,Bellfield,6 Carlyle Cr,2,h,S,Barry,8/10/2016
11027,Bellfield,40 Plunkett St,3,h,S,Nelson,12/11/2016
11028,Bellfield,8 Erica Ct,3,h,S,Haughton,16/04/2016
11029,Bellfield,293 Bell St,3,h,SP,William,18/03/2017
11030,Bellfield,58 Perkins Av,3,h,S,Collins,18/03/2017
11031,Bellfield,353 Waterdale Rd,2,h,S,Barry,18/03/2017
11032,Bellfield,1 Wilkinson Cr,3,h,S,Miles,19/11/2016
11033,Bellfield,305 Bell St,3,h,SP,Nelson,22/05/2016
11034,Bellfield,12 Garrett Cr,2,h,S,Miles,24/09/2016
11035,Bellfield,2/2 Harrison St,3,h,SP,McGrath,25/02/2017
11036,Bellfield,129 Liberty Pde,3,h,PI,Nelson,28/05/2016
11037,Bellfield,371 Waterdale Rd,3,u,S,Barry,30/07/2016
11038,Bellfield,373 Waterdale Rd,3,u,S,Barry,30/07/2016
11039,Brunswick East,10 Harrison St,3,h,S,Nelson,3/12/2016
11040,Brunswick East,1 Nunan St,4,h,S,Harrington,3/12/2016
11041,Brunswick East,126 Victoria St,3,h,SS,Elite,3/12/2016
11042,Brunswick East,114/22 Barkly St,1,u,S,Jellis,4/03/2017
11043,Brunswick East,2/175 Blyth St,2,h,S,Nelson,4/03/2017
11044,Brunswick East,1610/182 Edward St,2,u,S,Nelson,4/03/2017
11045,Brunswick East,11 Gale St,3,h,SP,Re,4/03/2017
11046,Brunswick East,87 Hickford St,3,h,SP,Jellis,4/03/2017
11047,Brunswick East,6 Kingfisher Gdns,3,t,S,Nelson,4/03/2017
11048,Brunswick East,256 Stewart St,3,h,PI,Nelson,4/03/2017
11049,Brunswick East,215 Weston St,3,h,S,Nelson,4/03/2017
11050,Brunswick East,11/22 French Av,2,t,SP,hockingstuart,4/06/2016
11051,Brunswick East,55 King St,4,h,S,Woodards,4/06/2016
11052,Brunswick East,94 Barkly St,4,h,S,Nelson,6/08/2016
11053,Brunswick East,12 Bladen Av,2,h,SP,Woodards,7/05/2016
11054,Brunswick East,9 John St,4,h,S,Nelson,7/05/2016
11055,Brunswick East,21 Roberts St,3,t,SP,Jellis,7/05/2016
11056,Brunswick East,9 Sedgman St,3,h,SP,Nelson,7/05/2016
11057,Brunswick East,3 Lomandra Wky,2,t,SP,Jellis,7/11/2016
11058,Brunswick East,114 Barkly St,3,h,S,Nelson,8/10/2016
11059,Brunswick East,201/218 Lygon St,2,u,S,Jellis,8/10/2016
11060,Brunswick East,8/389 Lygon St,2,u,PI,Jellis,8/10/2016
11061,Brunswick East,98 Barkly St,4,h,S,Jellis,10/09/2016
11062,Brunswick East,178 Weston St,2,h,S,Greg,10/09/2016
11063,Brunswick East,123 Barkly St,4,h,S,Nelson,10/12/2016
11064,Brunswick East,4/37 Brunswick Rd,2,u,S,Collins,10/12/2016
11065,Brunswick East,308/69 Lygon St,2,u,PI,Nelson,11/02/2017
11066,Brunswick East,18 Lowan St,4,h,S,Jellis,11/03/2017
11067,Brunswick East,46 Barkly St,3,h,S,Nelson,12/11/2016
11068,Brunswick East,309/1 Brunswick Rd,2,u,PI,Pagan,14/05/2016
11069,Brunswick East,202b Edward St,3,h,S,Nelson,15/10/2016
11070,Brunswick East,221/408 Lygon St,1,u,VB,Nelson,15/10/2016
11071,Brunswick East,2/146 Blyth St,2,u,S,Nelson,16/04/2016
11072,Brunswick East,89a Hickford St,3,h,S,Woodards,16/04/2016
11073,Brunswick East,3/37 Brunswick Rd,2,u,S,Collins,16/07/2016
11074,Brunswick East,6212/172 Edward St,2,u,VB,LITTLE,17/09/2016
11075,Brunswick East,10 Jarvie St,2,h,S,Nelson,17/09/2016
11076,Brunswick East,1/164 Nicholson St,2,h,VB,Nelson,17/09/2016
11077,Brunswick East,189 Glenlyon Rd,3,h,S,Collins,18/03/2017
11078,Brunswick East,8/374 Lygon St,2,u,SP,Ray,18/03/2017
11079,Brunswick East,12 Lyndhurst Cr,4,h,S,Nelson,18/03/2017
11080,Brunswick East,3 Temuka Av,4,h,S,Jellis,18/03/2017
11081,Brunswick East,7/72 Victoria St,2,u,PI,Peter,18/03/2017
11082,Brunswick East,2 Barkly St,3,t,VB,Nelson,18/06/2016
11083,Brunswick East,41 Barkly St,3,h,S,Nelson,19/11/2016
11084,Brunswick East,2/33 Linden St,3,t,PI,Jellis,19/11/2016
11085,Brunswick East,7/55 Victoria St,2,u,SP,Nelson,19/11/2016
11086,Brunswick East,15 Ethel St,2,h,S,Nelson,22/05/2016
11087,Brunswick East,160 Glenlyon Rd,3,h,PI,Nelson,22/05/2016
11088,Brunswick East,6/374 Lygon St,2,u,S,hockingstuart,22/05/2016
11089,Brunswick East,3/164 Nicholson St,3,h,SP,Nelson,22/08/2016
11090,Brunswick East,14 Hutchinson St,3,h,S,Nelson,23/04/2016
11091,Brunswick East,1/10 Linden St,3,t,S,Nelson,23/04/2016
11092,Brunswick East,6a Deakin St,2,t,S,Jellis,24/09/2016
11093,Brunswick East,5 John St,3,h,S,Jellis,24/09/2016
11094,Brunswick East,15 Hutchinson St,3,h,S,Nelson,25/02/2017
11095,Brunswick East,5/146 Mitchell St,1,u,VB,Nelson,25/02/2017
11096,Brunswick East,156 Glenlyon Rd,3,h,S,Nelson,27/06/2016
11097,Brunswick East,21/191 Lygon St,2,u,PI,Walshe,27/06/2016
11098,Brunswick East,310/330 Lygon St,2,u,S,Jellis,27/06/2016
11099,Brunswick East,54 Victoria St,2,h,S,Nelson,27/06/2016
11100,Brunswick East,10/5 Barkly St,2,t,SN,Nelson,27/11/2016
11101,Brunswick East,192 Blyth St,3,h,S,Jellis,27/11/2016
11102,Brunswick East,120 Victoria St,3,h,PI,Jellis,27/11/2016
11103,Brunswick East,139 Donald St,3,h,SN,Barry,28/05/2016
11104,Brunswick East,106/360 Lygon St,2,u,PI,Jellis,28/05/2016
11105,Brunswick East,18/408 Lygon St,2,u,SP,Jellis,28/05/2016
11106,Brunswick East,3/95 Nicholson St,4,t,S,Woodards,28/05/2016
11107,Brunswick East,28/29 Nunan St,3,u,S,hockingstuart,28/05/2016
11108,Brunswick East,3/14 Oconnor St,2,t,SP,Nelson,28/05/2016
11109,Brunswick East,9 Arnold St,3,h,SN,Nelson,28/08/2016
11110,Brunswick East,10/32 John St,2,t,S,Jellis,28/08/2016
11111,Brunswick East,13/55 Victoria St,1,u,VB,Nelson,28/08/2016
11112,Brunswick East,22 Lord St,3,h,S,Jellis,30/07/2016
11113,Brunswick East,7/162 Lygon St,2,u,PI,Jellis,30/07/2016
11114,Brunswick East,3/10 Rathdowne St,3,t,S,Woodards,30/07/2016
11115,Brunswick East,217 Stewart St,3,t,S,hockingstuart,30/07/2016
11116,Burnley,60 Gibdon St,2,h,SP,Biggin,3/12/2016
11117,Burnley,12 Loyola Gr,2,h,SP,Jellis,10/12/2016
11118,Burnley,92 Madden Gr,2,h,SP,Jellis,16/04/2016
11119,Burnley,148 Stawell St,2,h,S,Jellis,24/09/2016
11120,Burnley,154 Stawell St,3,h,S,Jellis,25/02/2017
11121,Campbellfield,11 Bailey Ct,3,h,SP,Iconek,3/12/2016
11122,Campbellfield,39 Cambridge Wy,3,h,S,hockingstuart,3/12/2016
11123,Campbellfield,7 Keown Ct,3,h,S,YPA,3/12/2016
11124,Campbellfield,54 Blackwood Cr,3,h,S,Raine,8/10/2016
11125,Campbellfield,7 Augusta Av,5,h,SP,Barry,15/10/2016
11126,Campbellfield,36 Augusta Av,3,h,S,Barry,17/09/2016
11127,Campbellfield,62 Sycamore Cr,3,h,S,Raine,19/11/2016
11128,Campbellfield,18 Cheviot Rd,3,h,PN,David,27/06/2016
11129,Carlton,46/121 Rathdowne St,3,u,SP,Woodards,3/12/2016
11130,Carlton,22 Faraday St,2,h,S,Nelson,4/03/2017
11131,Carlton,8/31 Bouverie St,3,u,PI,Woodards,4/06/2016
11132,Carlton,40 Carlton St,3,h,S,Nelson,7/05/2016
11133,Carlton,254 Faraday St,3,h,SP,Woodards,7/05/2016
11134,Carlton,111/101 Grattan St,2,u,S,Nelson,7/05/2016
11135,Carlton,83 Princes St,2,h,PI,hockingstuart,7/05/2016
11136,Carlton,83 Cardigan St,2,h,SP,Jellis,8/10/2016
11137,Carlton,96 Barkly St,3,h,S,Collins,10/12/2016
11138,Carlton,704/668 Swanston St,2,u,S,Nelson,10/12/2016
11139,Carlton,8/220 Elgin St,2,u,S,Harrington,12/11/2016
11140,Carlton,268 Faraday St,1,u,S,Woodards,13/08/2016
11141,Carlton,14/357 Rathdowne St,2,u,S,Nelson,13/08/2016
11142,Carlton,9/21 University St,2,t,S,Jellis,13/08/2016
11143,Carlton,176 Cardigan St,4,h,S,Ascend,14/05/2016
11144,Carlton,102/479 Cardigan St,2,u,VB,Jellis,14/05/2016
11145,Carlton,136 Faraday St,4,h,PI,hockingstuart,14/05/2016
11146,Carlton,403/20 Reeves St,2,u,S,Harrington,14/05/2016
11147,Carlton,18 Pitt St,3,h,SP,Woodards,15/10/2016
11148,Carlton,120 Faraday St,2,h,S,Nelson,16/04/2016
11149,Carlton,99 Neill St,3,h,SP,Nelson,17/09/2016
11150,Carlton,100 Faraday St,2,h,S,Jellis,18/03/2017
11151,Carlton,14/52 Leicester St,3,u,S,Jellis,18/03/2017
11152,Carlton,107/1 Queensberry St,2,u,SP,Caine,18/03/2017
11153,Carlton,34 Barkly St,2,h,S,Nelson,18/06/2016
11154,Carlton,436 Lygon St,4,h,PI,Nelson,18/06/2016
11155,Carlton,205/37 Palmerston St,2,u,PI,Woodards,22/05/2016
11156,Carlton,309/20 Reeves St,1,u,PI,hockingstuart,22/05/2016
11157,Carlton,99 Neill St,3,h,VB,Nelson,22/08/2016
11158,Carlton,32 Dorrit St,4,h,S,Nelson,23/04/2016
11159,Carlton,19/100 Queensberry St,2,u,SN,hockingstuart,23/04/2016
11160,Carlton,2/105 Neill St,3,u,S,Nelson,24/09/2016
11161,Carlton,21 Grattan St,4,h,S,Jellis,25/02/2017
11162,Carlton,130 Rathdowne St,4,h,S,Woodards,25/02/2017
11163,Carlton,13/25 Barkly St,2,u,S,Walshe,27/11/2016
11164,Carlton,73 Palmerston St,4,h,S,Woodards,27/11/2016
11165,Carlton,106 Canning St,4,h,S,Jellis,28/05/2016
11166,Carlton,30/188 Faraday St,2,u,S,Nelson,28/05/2016
11167,Carlton,425 Cardigan St,4,h,S,Woodards,28/08/2016
11168,Carlton,27 Faraday St,2,h,S,Woodards,28/08/2016
11169,Carlton,11/538 Swanston St,2,u,VB,Dingle,28/08/2016
11170,Carlton,12/209 Cardigan St,2,u,VB,Nelson,30/07/2016
11171,Carlton,24 Pitt St,2,h,S,Woodards,30/07/2016
11172,East Melbourne,110 Vale St,2,h,S,Caine,3/12/2016
11173,East Melbourne,124 Powlett St,3,h,S,Jellis,4/06/2016
11174,East Melbourne,37/22 Agnes St,2,u,SP,Woodards,8/10/2016
11175,East Melbourne,6/45 Gipps St,1,u,S,Caine,8/10/2016
11176,East Melbourne,706/30 St Andrews Pl,2,u,S,Caine,8/10/2016
11177,East Melbourne,9/161 Wellington Pde S,1,u,SP,Caine,10/12/2016
11178,East Melbourne,201/150 Clarendon St,2,u,SP,RT,11/02/2017
11179,East Melbourne,199 George St,3,h,SP,Caine,12/06/2016
11180,East Melbourne,2/19 Albert St,1,u,PI,Biggin,13/08/2016
11181,East Melbourne,510 Victoria Pde,3,h,SP,Nelson,13/08/2016
11182,East Melbourne,203/140 Gipps St,2,u,SP,Nelson,16/07/2016
11183,East Melbourne,496 Victoria Pde,4,h,S,Frank,18/06/2016
11184,East Melbourne,6 Hotham St,3,t,PI,Nicholson,19/11/2016
11185,East Melbourne,20/1 Wellington Cr,1,u,SP,Caine,22/05/2016
11186,East Melbourne,1/187 George St,2,u,PI,Harcourts,22/08/2016
11187,East Melbourne,58/1 Wellington Cr,3,u,SA,Harcourts,22/08/2016
11188,East Melbourne,6/108 George St,1,u,SP,Caine,24/09/2016
11189,East Melbourne,2/35 Powlett St,2,u,SP,Caine,25/02/2017
11190,East Melbourne,11/201 Wellington Pde S,1,u,SP,Caine,25/02/2017
11191,East Melbourne,210/279 Wellington Pde S,1,u,SP,Caine,25/02/2017
11192,East Melbourne,7/45 Gipps St,1,u,SP,Caine,28/05/2016
11193,East Melbourne,9/35 Powlett St,2,u,S,Dingle,28/05/2016
11194,East Melbourne,38/22 Agnes St,2,u,SP,Woodards,28/08/2016
11195,East Melbourne,5/173 George St,1,u,S,Biggin,28/08/2016
11196,East Melbourne,7/6 Wellington Cr,3,h,S,Caine,28/08/2016
11197,Essendon West,14 Clydebank Rd,3,h,PI,Nelson,3/12/2016
11198,Essendon West,17 Hoffmans Rd,4,h,S,Nelson,4/06/2016
11199,Essendon West,22 Bourke St,3,h,S,Nelson,6/08/2016
11200,Essendon West,10 Beryl St,3,h,S,Brad,7/05/2016
11201,Essendon West,24a Emerald St,4,t,SP,Nelson,7/05/2016
11202,Essendon West,12 Prospect St,2,h,S,Barry,8/10/2016
11203,Essendon West,57 Hampton Rd,3,h,S,Nelson,10/09/2016
11204,Essendon West,22 Emerald St,4,h,S,Nelson,10/12/2016
11205,Essendon West,6 Beryl St,3,h,VB,Barry,12/06/2016
11206,Essendon West,1/410 Buckley St,3,t,VB,Barry,12/06/2016
11207,Essendon West,3a Bourke St,3,h,SP,Nelson,12/11/2016
11208,Essendon West,461 Buckley St,3,h,S,Nelson,12/11/2016
11209,Essendon West,479a Buckley St,3,h,S,Nelson,15/10/2016
11210,Essendon West,4/63 Hampton Rd,4,t,S,Harcourts,15/10/2016
11211,Essendon West,25 Garnet St,5,h,S,Nelson,16/07/2016
11212,Essendon West,51 Clydebank Rd,3,h,S,Brad,17/09/2016
11213,Essendon West,4/426 Buckley St,3,t,VB,Nelson,18/06/2016
11214,Essendon West,2/44 Emerald St,2,u,VB,Nelson,18/06/2016
11215,Essendon West,6 Sapphire St,7,h,PI,Nelson,19/11/2016
11216,Essendon West,384 Buckley St,4,h,PI,Brad,22/05/2016
11217,Essendon West,27 Ruby St,3,h,SP,Paul,22/08/2016
11218,Essendon West,2/25 Emerald St,2,t,S,Frank,23/04/2016
11219,Essendon West,36 Ruby St,3,h,W,Barry,23/04/2016
11220,Essendon West,2/45 Hoffmans Rd,3,t,PI,Barry,24/09/2016
11221,Essendon West,33b Emerald St,3,t,VB,Barry,25/02/2017
11222,Essendon West,50 Ruby St,3,h,S,Barry,28/05/2016
11223,Essendon West,53 Clydebank Rd,3,h,S,Barry,30/07/2016
11224,Essendon West,57 Hampton Rd,3,h,VB,Nelson,30/07/2016
11225,Fawkner,3 Lovely St,3,h,S,YPA,3/12/2016
11226,Fawkner,89 Major Rd,3,t,PI,Barry,3/12/2016
11227,Fawkner,220 McBryde St,3,h,SP,YPA,4/02/2016
11228,Fawkner,73 Argyle St,3,h,S,YPA,4/03/2017
11229,Fawkner,1/71 Lynch Rd,2,u,SP,hockingstuart,4/03/2017
11230,Fawkner,2A Piper St,3,t,S,Brad,4/03/2017
11231,Fawkner,56 Alec Cr,3,h,SN,Barry,4/06/2016
11232,Fawkner,1b McDougall St,2,h,S,Re,4/06/2016
11233,Fawkner,3 Frederick St,3,h,SN,Barry,6/08/2016
11234,Fawkner,4 Lord St,3,h,S,hockingstuart,6/08/2016
11235,Fawkner,7 Alec Cr,3,h,S,Ray,7/05/2016
11236,Fawkner,20 Penn Ct,3,h,SP,Alexkarbon,7/05/2016
11237,Fawkner,46 Percy St,3,h,S,Ray,7/05/2016
11238,Fawkner,1/14 Preston St,3,t,VB,Stockdale,7/05/2016
11239,Fawkner,45 Denys St,3,h,SP,Brad,7/11/2016
11240,Fawkner,17 James St,3,h,S,hockingstuart,7/11/2016
11241,Fawkner,84 Lynch Rd,3,h,SP,hockingstuart,7/11/2016
11242,Fawkner,73 Major Rd,3,h,S,Harcourts,7/11/2016
11243,Fawkner,13 Mutton Rd,3,h,S,Crane,7/11/2016
11244,Fawkner,45 Bruce St,4,h,VB,Brad,8/10/2016
11245,Fawkner,16a Derby St,2,t,SN,Ray,8/10/2016
11246,Fawkner,3 Minona St,4,h,SN,Barry,8/10/2016
11247,Fawkner,3 Brian St,3,h,S,Brad,10/12/2016
11248,Fawkner,101 Denys St,3,h,S,hockingstuart,10/12/2016
11249,Fawkner,159 Jukes Rd,3,h,PI,hockingstuart,10/12/2016
11250,Fawkner,2/86 Major Rd,2,u,SP,Raine,10/12/2016
11251,Fawkner,151 McBryde St,3,h,SP,Brad,10/12/2016
11252,Fawkner,87 McBryde St,3,h,S,Stockdale,10/12/2016
11253,Fawkner,53 Queens Pde,3,h,S,hockingstuart,10/12/2016
11254,Fawkner,2 Tyson St,2,h,SP,RW,10/12/2016
11255,Fawkner,18 Pitt St,4,h,S,Brad,11/03/2017
11256,Fawkner,110 Jukes Rd,3,h,SN,Barry,12/11/2016
11257,Fawkner,4/14 Preston St,3,t,VB,hockingstuart,12/11/2016
11258,Fawkner,2/26 Shirley St,3,t,S,Ray,12/11/2016
11259,Fawkner,15a Disney St,2,u,S,Brad,13/08/2016
11260,Fawkner,13 McDougall St,2,h,S,Ray,13/08/2016
11261,Fawkner,2/114 Major Rd,2,u,SN,Barry,14/05/2016
11262,Fawkner,1/12 Brooks St,3,t,SP,Eview,15/10/2016
11263,Fawkner,64 Dowding Cl,4,h,SN,Barry,15/10/2016
11264,Fawkner,1 Imaroo St,4,h,S,Ray,15/10/2016
11265,Fawkner,2/31 Princess St,2,t,SN,Barry,15/10/2016
11266,Fawkner,2/79 Queens Pde,1,u,S,Brad,15/10/2016
11267,Fawkner,62 Dowding Cl,4,h,S,Stockdale,16/04/2016
11268,Fawkner,21 Frederick St,3,h,SN,Barry,16/04/2016
11269,Fawkner,1/26 Disney St,3,t,SN,Barry,17/09/2016
11270,Fawkner,39 Lynch Rd,3,h,S,Stockdale,17/09/2016
11271,Fawkner,250 McBryde St,3,h,S,Ray,17/09/2016
11272,Fawkner,3 Penn Ct,3,h,S,Brad,17/09/2016
11273,Fawkner,37 Pitt St,3,h,S,hockingstuart,17/09/2016
11274,Fawkner,106 Jukes Rd,3,h,SP,Leased,18/03/2017
11275,Fawkner,26 Ledger Av,3,h,S,Brad,18/03/2017
11276,Fawkner,6 Lock St,4,h,SP,hockingstuart,18/03/2017
11277,Fawkner,3 Syndal St,3,h,SP,Brad,18/03/2017
11278,Fawkner,16 Janice Ct,3,h,S,Nelson,18/06/2016
11279,Fawkner,21 Penn Ct,4,h,S,Brad,18/06/2016
11280,Fawkner,21 Fay St,3,h,SN,Barry,19/11/2016
11281,Fawkner,1 James St,3,h,SP,Brad,19/11/2016
11282,Fawkner,3 Jeanine Cr,3,h,S,Nelson,19/11/2016
11283,Fawkner,18 June St,3,h,SN,Barry,19/11/2016
11284,Fawkner,30 Tucker St,4,h,S,hockingstuart,19/11/2016
11285,Fawkner,1/11 Brockley Rd,3,h,S,Raine,22/05/2016
11286,Fawkner,17 Edward St,3,h,S,YPA,22/05/2016
11287,Fawkner,102a Jukes Rd,3,t,S,Luxton,22/05/2016
11288,Fawkner,82 Lorne St,3,h,S,Nelson,22/05/2016
11289,Fawkner,94 Major Rd,3,h,PI,hockingstuart,22/05/2016
11290,Fawkner,20 Disney St,3,h,SN,Barry,22/08/2016
11291,Fawkner,16b Victory St,3,h,SP,Ray,22/08/2016
11292,Fawkner,1/19 Dowling St,3,h,SN,Barry,23/04/2016
11293,Fawkner,10 Patricia Dr,3,h,SP,hockingstuart,23/04/2016
11294,Fawkner,162 Anderson Rd,3,h,S,Brad,24/09/2016
11295,Fawkner,1/80 Argyle St,4,u,S,hockingstuart,24/09/2016
11296,Fawkner,46 James St,3,t,SN,Barry,24/09/2016
11297,Fawkner,41 Murray St,3,h,S,Nelson,24/09/2016
11298,Fawkner,34a Preston St,3,h,S,hockingstuart,24/09/2016
11299,Fawkner,89 Marlborough St,3,h,S,Brad,25/02/2017
11300,Fawkner,256 McBryde St,3,h,SP,YPA,25/02/2017
11301,Fawkner,1/66 Lorne St,3,u,SP,Brad,26/07/2016
11302,Fawkner,19 Stanford Cl,4,h,S,Stockdale,26/07/2016
11303,Fawkner,12 Brockley Rd,3,h,S,Nelson,27/06/2016
11304,Fawkner,6 Brockley Rd,2,h,S,Stockdale,27/06/2016
11305,Fawkner,2/40 Edward St,2,u,PI,Barry,27/06/2016
11306,Fawkner,89 McBryde St,3,h,SN,Barry,27/06/2016
11307,Fawkner,2 Murray St,4,h,S,Stockdale,27/06/2016
11308,Fawkner,106 William St,3,h,S,Stockdale,27/06/2016
11309,Fawkner,14 Baird St,4,h,S,Brad,27/11/2016
11310,Fawkner,17 Basil St,3,h,SN,Barry,27/11/2016
11311,Fawkner,112 Lynch Rd,2,h,VB,hockingstuart,27/11/2016
11312,Fawkner,12 Selola Ct,3,h,PI,hockingstuart,27/11/2016
11313,Fawkner,13 Brockley Rd,4,h,S,Stockdale,28/05/2016
11314,Fawkner,15 Dowding Cl,3,h,S,Nelson,28/05/2016
11315,Fawkner,25 William St,3,h,SN,Barry,28/05/2016
11316,Fawkner,1/26 Tucker St,3,t,S,Ray,28/08/2016
11317,Fawkner,38 Tyrrell Cr,4,h,S,Ray,28/08/2016
11318,Fawkner,2/11 Dowling St,3,u,S,Ray,30/07/2016
11319,Fawkner,19 Preston St,4,h,SP,New,30/07/2016
11320,Hawthorn East,742 Burwood Rd,2,h,S,Noel,3/12/2016
11321,Hawthorn East,403/138 Camberwell Rd,2,u,VB,RT,3/12/2016
11322,Hawthorn East,118 Rathmines Rd,3,h,S,Marshall,3/12/2016
11323,Hawthorn East,15 Rathmines Rd,3,h,S,Kay,3/12/2016
11324,Hawthorn East,81 Roseberry St,3,h,SP,Marshall,3/12/2016
11325,Hawthorn East,22 Stewart St,2,h,S,Marshall,3/12/2016
11326,Hawthorn East,4/799 Burwood Rd,2,u,PI,hockingstuart,4/03/2017
11327,Hawthorn East,2/28 Caroline St,3,t,S,Marshall,4/03/2017
11328,Hawthorn East,101/38 Harold St,1,u,VB,Fletchers,4/03/2017
11329,Hawthorn East,29 Lawson St,3,h,PI,Jellis,4/03/2017
11330,Hawthorn East,22 Leura Gr,5,h,S,Jellis,4/03/2017
11331,Hawthorn East,10 Neave St,2,h,S,hockingstuart,4/03/2017
11332,Hawthorn East,3/348 Riversdale Rd,2,u,S,hockingstuart,4/03/2017
11333,Hawthorn East,66 Roseberry St,3,h,S,Jellis,4/03/2017
11334,Hawthorn East,16 Stewart St,4,h,SN,Kay,4/03/2017
11335,Hawthorn East,4/78 Campbell Rd,3,t,VB,Kay,4/06/2016
11336,Hawthorn East,1/31 Havelock Rd,3,u,S,Kay,4/06/2016
11337,Hawthorn East,748 Burwood Rd,5,h,S,Marshall,6/08/2016
11338,Hawthorn East,1b Clive Rd,2,h,S,Marshall,6/08/2016
11339,Hawthorn East,63 Leura Gr,3,h,S,Marshall,6/08/2016
11340,Hawthorn East,22 Miami St,3,h,VB,RT,6/08/2016
11341,Hawthorn East,186 Rathmines Rd,4,h,S,Marshall,6/08/2016
11342,Hawthorn East,1051 Burke Rd,3,h,S,Jellis,7/05/2016
11343,Hawthorn East,301/102 Camberwell Rd,2,u,PI,RT,7/05/2016
11344,Hawthorn East,41 Clive Rd,3,h,S,Jellis,7/05/2016
11345,Hawthorn East,19 Mowbray St,4,h,S,Kay,7/05/2016
11346,Hawthorn East,2/2 Myrniong Gr,3,h,VB,Marshall,7/05/2016
11347,Hawthorn East,310 Riversdale Rd,3,h,PI,hockingstuart,7/05/2016
11348,Hawthorn East,23 Widford St,6,h,SP,RT,7/05/2016
11349,Hawthorn East,5/305 Riversdale Rd,2,u,S,Marshall,7/11/2016
11350,Hawthorn East,22 Fletcher St,2,h,S,Marshall,8/10/2016
11351,Hawthorn East,17 Oberon Av,3,h,S,Jellis,8/10/2016
11352,Hawthorn East,10/26 Redfern Rd,3,t,S,Jellis,8/10/2016
11353,Hawthorn East,21 Russell St,4,t,S,Jellis,8/10/2016
